id;address;authors;authors_original;booktitle;date;editor;editors_original;institution;journal;month;note;pages;publisher;tech;title;type;volume;year
977;;d aha d kibler and m albert ;d aha d kibler and m albert ;;;;;;machine learning ;;;37 66;;;instance based learning algorithms ;;6;1991
978;;d w aha d kibler and j k albert ;d w aha d kibler and j k albert ;;;;;;machine learning ;;;37 66;;;instance based learning algorithms ;;6 1;1991
979;;d w aha d kibler and m k albert ;d w aha d kibler and m k albert ;;;;;;machine learning ;;;37 66;;;instance based learning algorithms ;;6 1;1991
980;;d w aha d kibler and m k albert ;d w aha d kibler and m k albert ;;;;;;machine learning ;;;37 66;;;instance based learning algorithms ;;6 1;1991
981;;d w aha d kibler and m k albert ;d w aha d kibler and m k albert ;;;;;;machine learning ;;;37 66;;;instance based learning algorithms ;;6 1;1991
982;;d w aha d kibler and m k albert ;d w aha d kibler and m k albert ;;;;;;machine learning ;;;37 66;;;instance based learning algorithms ;;6 1;1991
983;;d w aha d kibler and m k albert ;d w aha d kibler and m k albert ;;;;;;machine learning ;;;37 66;;;instance based learning algorithms ;;6 1;1991
984;;d w aha d kibler and m k albert ;d w aha d kibler and m k albert ;;;;;;machine learning ;;;37 66;;;instance based learning algorithms ;;6 1;1991
985;;david w aha dennis kibler and marc k albert ;david w aha dennis kibler and marc k albert ;;;;;;machine learning ;;;37 66;;;instance based learning algorithms ;;6;1991
986;;david w aha dennis kibler and marc k albert ;david w aha dennis kibler and marc k albert ;;;;;;machine learning ;;;37 66;;;instance based learning algorithms ;;6 1;1991
987;;aha d kibler d and albert m ;aha d kibler d and albert m ;;;;;;machine learning ;;;37 66;;;instance based learning algorithms ;;6;1991
988;;aha d kibler d and albert m ;aha d kibler d and albert m ;;;;;;machine learning ;;;37 66;;;instance based learning algorithms ;;6 1;1991
989;;aha d kibler d and albert m ;aha d kibler d and albert m ;;;;;;machine learning ;;;37 66;;;instance based learning algorithms ;;6 1;1991
990;;aha d kibler d and albert m ;aha d kibler d and albert m ;;;;;;machine learning ;;;37 66;;;instance based learning algorithms ;;6 1;1991
991;;d aha d kibler and m albert ;d aha d kibler and m albert ;;;;;;machine learning ;;;37 66;;;instance based learning algorithms ;;6;1991
992;;d aha d kibler and m albert ;d aha d kibler and m albert ;;;;;;machine learning ;;;37 66;;;instance based learning algorithms ;;6;1991
993;;d w aha d kibler and m k al bert ;d w aha d kibler and m k al bert ;;;;;;machine learning ;;;37 66;;;instance based learning algorithms ;;6;1991
994;;d w aha d kibler and m k al bert ;d w aha d kibler and m k al bert ;;;;;;machine learning ;;;37 66;;;instance based learning algorithms ;;6;1991
995;;d w aha d kibler and m k albert ;d w aha d kibler and m k albert ;;;;;;machine learning ;;;37 66;;;instance based learning algorithms ;;6;1991
996;;d w aha d kibler and m k albert ;d w aha d kibler and m k albert ;;;;;;machine learning ;;;37 66;;;instance based learning algorithms ;;6;1991
997;;d w aha d kibler and m k albert ;d w aha d kibler and m k albert ;;;;;;machine learning ;;;37 66;;;instance based learning algorithms ;;6;1991
998;;david w aha dennis kibler and marc k albert ;david w aha dennis kibler and marc k albert ;;;;;;machine learning ;;;;;;instance based learning algorithms ;;6 1;1991
999;;david w aha dennis kibler and mark k albert ;david w aha dennis kibler and mark k albert ;;;;;;machine learning ;;;37 66;;;instance based learning algorithms ;;6;1991
1000;;david w aha dennis kibler and mark k albert ;david w aha dennis kibler and mark k albert ;;;;;;machine learning ;;;37 66;;;instance based learning algorithms ;;6;1991
1001;;d w aha d kibler and m k albert ;d w aha d kibler and m k albert ;;;;;;machine learning ;;;37 66;;;instance based learning algorithms ;;6;1991
1002;;d w aha d kibler and m k albert ;d w aha d kibler and m k albert ;;;;;;machine learning ;;;37 66;;;instance based learning algorithms ;;6;1991
1003;;d w aha d kibler and m k albert ;d w aha d kibler and m k albert ;;;;;;machine learning ;;;37 66;;;instance based learning algorithms ;;6;
1004;;aha d kibler d albert m ;aha d kibler d albert m ;;;;;;machine learning ;;;37 66;;;instance based learning algorithms ;;6;1991
1005;;d aha d kibler and m albert ;d aha d kibler and m albert ;;;;;;machine learning ;;;;;;instance based learning algorithms ;;6 3766;1991
1006;;kibler d and conery j ;kibler d and conery j ;;;;;irvine computational intelligence project information and computer science department university of california irvine ;;;;;;;parallelism in ai programs ;technical report ;;
1007;karlsruhe germany ;john s conery and dennis f kibler ;john s conery and dennis f kibler ;in proceedings of international joint conference on artificial intelligence ;;;;;;;;pages 539 543;william kaufmann los altos ;;and parallelism in logic programs ;;;1983
1008;;j s conery and d f kibler ;j s conery and d f kibler ;;;;;;new generation computing ;;;43 70;;;and parallelism and nondeterminism in logic programs ;;3;1985
1009;;j s conery and d f kibler ;j s conery and d f kibler ;in proceedings of international joint conference on artificial intelligence ;;;;;;;;pages 53 56;;;parallelism in ai programs ;;;1985
1010;;j s conery and d f kibler ;j s conery and d f kibler ;;;;;;new generation computing ;;;43 70;;;and parallelism and nondeterminism in logic programs ;;3;1985
1011;;aha dw kibler d albert mk ;aha dw kibler d albert mk ;;;;;;machine learning;;;37 66;;;instance based learning methods ;;6;1991
1012;;d kibler and p morris ;d kibler and p morris ;in proceedings of the seventh international joint conference on artificial intelligence ;;;;;;;;pages 345 347;;;don t be stupid ;;;1981
1013;;dennis kibler ;dennis kibler ;;;;;department of computer science university of california at irvine ;;;;;;;natural generation of heuristics by transforming the problem representation ;technical report tr 85 20;;1985
1014;;kibler d ;kibler d ;;;;;university of california irvine ca ;;;;;;;natural generation of heuristics by transforming the the problem representation ;technical report tr 85 20;;1985
1015;;b porter and d kibler ;b porter and d kibler ;;;;;;machine learning ;;;249 286;;;experimental goal regression a method for learning problem solving heuristics ;;1;1986
1016;irvine ca ;kibler d and aha d ;kibler d and aha d ;in proc of the 4 th international workshop on machine learning;;;;;;;;pages 24 30;;;learning representative exemplars of concepts an initial case study ;;;1987
1017;irvine ca ;dennis kibler and david w aha ;dennis kibler and david w aha ;in proceedings of the 4 th international workshop on machine learning;;;;;;;;;;;learning representative exemplars of concepts an initial case study ;;;1987
1018;irvine ca ;dennis kibler and david w aha ;dennis kibler and david w aha ;in proceedings of the 4 th international workshop on machine learning;;;;;;;;;;;learning representative exemplars of concepts an initial case study ;;;1987
1019;glasgow uk ;kibler d and langley p ;kibler d and langley p ;;;editor in sleeman d ;;;;october;;pages 81 92;turing institute pitman ;;machine learning as an experimental science ;;;1988
1020;;kibler d and langley p ;kibler d and langley p ;;;;;;machine learning ;;;5 8;;;machine learning as an experimental science ;;3 1;1988
1021;;kibler d langley p ;kibler d langley p ;;;;;;machine learning ;;;5 8;;;machine learning as an experimental science ;;3 1;1988
1022;glasgow scotland ;kibler d and langley p ;kibler d and langley p ;in proceedings of the third european working session on learning ;;;;;;;;;pitman ;;machine learning as an experimental science ;;;1988
1023;;kibler d and aha d w ;kibler d and aha d w ;;;;;;computational intelligence ;;;51 57;;;instance based prediction of real valued attributes ;;5 2;1989
1024;;kibler d and aha d w ;kibler d and aha d w ;;;;;;computational intelligence ;;;51 57;;;instance based prediction of real valued attributes ;;5 2;1989
1025;;kibler d aha d w and albert m ;kibler d aha d w and albert m ;;;;;;computational intelligence ;;;51 57;;;instance based prediction of real valued attributes ;;5;1989
1026;;kibler d aha d w albert m k ;kibler d aha d w albert m k ;;;;;;computational intelligence ;;;51 57;;;instance based prediction of real valued attributes ;;5;1989
1027;;kibler d aha d w albert m k ;kibler d aha d w albert m k ;;;;;;computational intelligence ;;;51 57;;;instance based prediction of real valued attributes ;;5;1989
1028;;d kibler d w aha and m k albert ;d kibler d w aha and m k albert ;;;;;;computational intelligence ;;;51 57;;;instance based prediction of real valued attributes ;;5;1989
1029;;d kibler d w aha and m k albert ;d kibler d w aha and m k albert ;;;;;;computational intelligence ;;;51 57;;;instance based prediction of real valued attributes ;;5;1989
1030;;d kibler and d w aha ;d kibler and d w aha ;;;;;;computational intelligence ;;;51 57;;;instance based prediction of real valued attributes ;;5 2;1989
1031;;d kibler and d w aha ;d kibler and d w aha ;;;;;;computational intelligence ;;;51 57;;;instance based prediction of real valued attributes ;;5 2;1989
1032;;pazzani m kibler d ;pazzani m kibler d ;;;;;;machine learning;;;57 94;;;the utility of knowledge in inductive learning ;;9 1;
1033;;pazzani m and kibler d ;pazzani m and kibler d ;;;;;;machine learning ;;;57 94;;;the utility of knowledge in inductive learning ;;9;1992
1034;;michael pazzani and dennis kibler ;michael pazzani and dennis kibler ;;;;;;machine learning ;;;57 94;;;the role of prior knowledge in inductive learning ;;9;1992
1035;;michael pazzani and dennis kibler ;michael pazzani and dennis kibler ;;;;;;machine learning ;;;57 94;;;the role of prior knowledge in inductive learning ;;9;1992
1036;;michael pazzani and dennis kibler ;michael pazzani and dennis kibler ;;;;;;machine learning ;;;57 94;;;the role of prior knowledge in inductive learning ;;9;1992
1037;;micheal pazzani and dennis kibler ;micheal pazzani and dennis kibler ;;;;;;machine learning ;;;57 94;;;the utility of knowledge in inductive learning ;;9;1992
1038;amherst ma ;dennis kibler 1993;dennis kibler 1993;in proceedings of kcsl93 3rd international workshop on knowledge compilation and speedup learning in icml93;;;;;;;;;;;some real world domains for learning problem solvers ;;;
1039;amherst ma ;dennis kibler 1993;dennis kibler 1993;in proceedings of kcsl93 3rd international workshop on knowledge compilation and speedup learning in icml93;;;;;;;;;;;some real world domains for learning problem solvers ;;;
1040;amherst ma ;dennis kibler 1993;dennis kibler 1993;in proceedings of kcsl93 3rd international workshop on knowledge compilation and speedup learning in icml93;;;;;;;;;;;some real world domains for learning problem solvers ;;;
1041;;pazzani m and kibler d ;pazzani m and kibler d ;;;;;;machine learning ;;;57 94;;;the utility of knowledge in inductive learning ;;9 1;1991
1042;;pazzani m and kibler d ;pazzani m and kibler d ;;;;;;machine learning ;;;57 94;;;the utility of knowledge in inductive learning ;;9 1;1991
1043;;pazzani m and kibler d ;pazzani m and kibler d ;;;;;;machine learning ;;;57 94;;;the utility of knowledge in inductive learning ;;9 1;1991
1044;;pazzani m and kibler d ;pazzani m and kibler d ;;;;;;machine learning ;;;57 94;;;the utility of knowledge in inductive learning ;;9 1;1991
1045;;pazzani m kibler d ;pazzani m kibler d ;;;;;;machine learning;;;57 94;;;the utility of knowledge in inductive learning ;;9;1992
1046;;pazzani m kibler d ;pazzani m kibler d ;;;;;;in machine learning ;;;57 94;;;the utility of knowledge in inductive learning ;;9;1992
1047;;ourston d mooney r ;ourston d mooney r ;;;;;;artificial intelligence ;;;273 309;;;theory refinement combining analytical and empirical methods ;;66 2;1994
1048;;ourston d mooney r ;ourston d mooney r ;;;;;;artificial intelligence ;;;273 309;;;theory refinement combining analytical and empirical methods ;;66 2;1994
1049;;ourston d mooney r ;ourston d mooney r ;;;;;;artificial intelligence ;;;273 309;;;theory refinement combining analytical and empirical methods ;;66 2;1994
1050;;m pazzani and d kibler ;m pazzani and d kibler ;;;;;;machine learning ;;;57 94;;;the utility of background knowledge in inductive learning ;;9;1992
1051;;pazzani m and kibler d ;pazzani m and kibler d ;;;;;;machine learning ;;;57 94;;;the utility of knowledge in inductive learning ;;9;1992
1052;;m pazzani d ;m pazzani d ;;;;;;;;;57 94;;;kibler the utility of knowledge in inductive learning machine learning ;;9 1;1992
1053;;m pazzani and d kibler ;m pazzani and d kibler ;;;;;;machine learning ;;;57 94;;;the utility of background knowledge in inductive learning ;;9;1992
1054;;pazzani m kibler d ;pazzani m kibler d ;;;;;;machine learning ;;;57 94;;;the utility of knowledge in inductive learning ;;9;1992
1055;;pazzani m kibler d ;pazzani m kibler d ;;;;;;machine learning ;;;57 94;;;the utility of knowledge in inductive learning ;;9;1992
1056;;pazzani m kibler d ;pazzani m kibler d ;;;;;;machine learning ;;;57 94;;;the utility of knowledge in inductive learning ;;9;1992
1057;;pazzani m kibler d ;pazzani m kibler d ;;;;;;machine learning ;;;57 94;;;the utility of knowledge in inductive learning ;;9;1992
1058;;pazzani m kibler d ;pazzani m kibler d ;;;;;;machine learning ;;;57 94;;;the utility of knowledge in inductive learning ;;9;1992
1059;;pazzani m kibler d ;pazzani m kibler d ;;;;;;machine learning ;;;57 94;;;the utility of knowledge in inductive learning ;;9;1992
1060;;pazzani m kibler d ;pazzani m kibler d ;;;;;;machine learning ;;;57 94;;;the utility of knowledge in inductive learning ;;9;1992
1061;;pazzani m kibler d ;pazzani m kibler d ;;;;;;machine learning ;;;57 94;;;the utility of knowledge in inductive learning ;;9;1992
1062;;pazzani m kibler d ;pazzani m kibler d ;;;;;;machine learning ;;;57 94;;;the utility of knowledge in inductive learning ;;9 1;1992
1063;;pazzani m kibler d ;pazzani m kibler d ;;;;;;machine learning ;;;57 94;;;the utility of knowledge in inductive learning ;;9 1;1992
1064;;pazzani m kibler d ;pazzani m kibler d ;;;;;;machine learning ;;;57 94;;;the utility of knowledge in inductive learning ;;9 1;1992
1065;;pazzani m kibler d ;pazzani m kibler d ;;;;;;machine learning ;;;57 94;;;the utility of knowledge in inductive learning ;;9 1;1992
1066;;pazzani m j and kibler d ;pazzani m j and kibler d ;;;;;;machine learning;;;57 94;;;the utility of knowledge in inductive learning ;;9;1992
1067;;pazzani m and kibler d ;pazzani m and kibler d ;;;;;;machine learning journal ;;;57 94;;;the utility of knowledge in inductive learning ;;9 1;1992
